,source_name,source_id,publish_date,title,text
0,CBC News,cbc-news,2024-01-25T17:08:14Z,Are heat pumps a climate solution in Canada's coldest cities?,"Our planet is changing. So is our journalism. This weekly newsletter is part of a CBC News initiative entitled ""Our Changing Planet"" to show and explain the effects of climate change. Keep up with th… [+13084 chars]"
1,CBC News,cbc-news,2024-02-02T17:13:17Z,"Greta Thunberg, 4 others acquitted on London climate protest charges",A judge on Friday acquitted climate activist Greta Thunberg of a charge that she had refused to follow a police order to leave a protest that blocked the entrance to a major oil and gas industry conf… [+3535 chars]
2,CBC News,cbc-news,2024-02-01T18:33:06Z,How effective a climate solution is removing CO2 from the atmosphere?,"Our planet is changing. So is our journalism. This weekly newsletter is part of a CBC News initiative entitled ""Our Changing Planet"" to show and explain the effects of climate change. Keep up with th… [+15414 chars]"
3,CBC News,cbc-news,2024-01-16T22:39:54Z,"YouTube earns millions a year channels that promote climate denial content, says new report","YouTube is making millions of dollars a year from advertising on channels that make false claims about climate change, as content creators employ  new tactics that evade the platform's policies to co… [+2306 chars]"
4,CBC News,cbc-news,2024-01-17T09:00:00Z,Climate change threatens northern Ontario's winter road system — so what can be done about it?,"Tyler Tyance is all too familiar with the long days, cold nights and dangers of constructing northern Ontario's winter roads, but this year, his crew faces a new challenge: not enough snow.
Winter r… [+6987 chars]"
5,CBC News,cbc-news,2024-01-28T09:00:00Z,"For professional sports, climate change could create a whole new ball game","On Jan. 13, a winter storm walloped most of the U.S., bringing dangerously cold winds, freezing rain, heavy snow and near-record lows in some areas.
The extreme weather also packed a punch for a few… [+5614 chars]"
6,CBC News,cbc-news,2024-02-14T16:10:08Z,"Feds will stop investing in new road infrastructure, environment minister says",Environment Minister Steven Guilbeault says the federal government will stop investing in new road infrastructure a comment that immediately drew the ire of the Opposition Conservatives and some prem… [+4119 chars]
7,CBC News,cbc-news,2024-01-18T09:00:00Z,"When it comes to climate change, we should be paying more attention to our oceans","By now, most people are well aware that 2023 was the hottest year on record
, coming in at 1.48 C warmer than the pre-industrial average from 1850-1900. This beat out 2016's record of 1.25 C.  
In … [+5697 chars]"
8,CBC News,cbc-news,2024-01-19T09:00:00Z,Extreme cold and climate change: What's the deal?,"In the past week, extreme cold has hit many parts of Canada, including 40 C temperatures in Manitoba
, Saskatchewan
, and Alberta
, where the record-breaking cold led to electricity shortages.
B.… [+5607 chars]"
9,CBC News,cbc-news,2024-02-07T09:00:00Z,Europe is planning huge emissions cuts by 2040. Here's how it could work (or not),"The European Commission wants to dramatically slash greenhouse emissions by 2040, an ambitious target likely to become a political flashpoint in the year ahead and a source of inspiration for environ… [+5469 chars]"
10,CBC News,cbc-news,2024-01-18T19:11:55Z,How hybrid heating could ease the growing pains of a low-carbon grid,"Our planet is changing. So is our journalism. This weekly newsletter is part of a CBC News initiative entitled ""Our Changing Planet"" to show and explain the effects of climate change. Keep up with th… [+13878 chars]"
11,CBC News,cbc-news,2024-02-02T09:00:00Z,Will Trudeau end up regretting his decision to walk away from electoral reform?,"The House of Commons will vote next week on Motion 86
. Sponsored by NDP MP Lisa Marie Barron, the motion calls on the federal government to establish a citizens assembly to ""determine if electoral … [+7596 chars]"
12,CBC News,cbc-news,2024-02-08T21:55:32Z,This gas utility has found a way to provide carbon-free heating,"Our planet is changing. So is our journalism. This weekly newsletter is part of a CBC News initiative entitled ""Our Changing Planet"" to show and explain the effects of climate change. Keep up with th… [+13488 chars]"
13,CBC News,cbc-news,2024-02-14T17:39:23Z,District heating: Why more communities are sharing a single heating system,"What if you never had to buy, fix or maintain a furnace or air conditioner to keep your home comfortable? What if your heating and cooling worked during power outages, and you could count on it becom… [+7806 chars]"
14,CBC News,cbc-news,2024-02-08T12:55:13Z,"World temperatures go a full year above 1.5 C warming limit, EU scientists say","The world just experienced its hottest January on record, continuing a run of exceptional heat fuelled by climate change, the European Union's Copernicus Climate Change Service (C3S) said on Thursday… [+3228 chars]"
15,CBC News,cbc-news,2024-02-09T15:31:30Z,"New NASA climate satellite will keep eye on plankton, clouds. Here's why","NASA's newest climate satellite rocketed into orbit Thursday to survey the world's oceans and atmosphere in never-before-seen detail.
SpaceX launched the Pace satellite on its $948-million US missio… [+1854 chars]"
16,CBC News,cbc-news,2024-01-21T09:00:00Z,"Heat pumps are hot items. But for people living in condos, getting one presents some challenges","Heat pumps are all the rage these days, especially for single-detached homes. But condominiums larger residential complexes with individually owned living units have been slower to enter the picture.… [+5316 chars]"
17,CBC News,cbc-news,2024-02-14T04:04:22Z,Vancouver golfers enjoy warm February. But climate change concerns remain,"While recent warm, dry weather has been bad for Vancouver-area skiers, a hotter February has been a boon for golfers.
The city's three golf courses are at full capacity for this time of year, accord… [+4844 chars]"
18,CBC News,cbc-news,2024-02-12T17:04:38Z,King Charles' planned visit to Canada delayed after cancer diagnosis,"Plans for King Charles III's first visit to Canada as head of state are on hold following his cancer diagnosis, CBC News has learned.
Although the visit was never confirmed officially by Buckingham … [+3051 chars]"
19,CBC News,cbc-news,2024-01-28T20:46:00Z,Affordability remains centre stage as federal parties gear up for spring sitting in Parliament,"Federal political parties are preparing for another sitting of the House of Commons, where affordability issues appear set to remain front and centre.
Conservative Leader Pierre Poilievre, speaking … [+3703 chars]"
20,CBC News,cbc-news,2024-02-09T14:49:00Z,Candidates backed by imprisoned former PM Imran Khan leading Pakistan election,"Independent candidates backed by imprisoned former prime minister Imran Khan were leading Pakistan's national election results Friday, a surprise given claims by Khan's supporters and a national righ… [+3785 chars]"
21,CBC News,cbc-news,2024-02-13T09:00:00Z,"He died trying to save a woman in a home in Peawanuck, Ont., where firefighting resources are limited","Michael Ranger says his stepson is dead because he tried to save someone's life in a community that critics say lacks resources to fight fires.
Jared Guerard, 26, was one of two people who died in a… [+2871 chars]"
22,CBC News,cbc-news,2024-01-29T20:41:30Z,Top Liberal ministers duck questions about replacing Trudeau as Parliament returns,"With polls suggesting the Liberal Party's support is still in freefall, some of Prime Minister Justin Trudeau's top ministers were asked Monday whether they're angling to replace him as Liberal leade… [+6688 chars]"
23,CBC News,cbc-news,2024-01-16T00:51:17Z,"Acts of service, prayers and politics highlight MLK Day celebrations","Communities across the United States celebrated Martin Luther King Jr. Day on Monday with acts of service, prayer services and parades.
But with the November presidential election as a backdrop, som… [+2897 chars]"
24,CBC News,cbc-news,2024-02-05T20:00:00Z,Scientists are calling for a new Category 6 for hurricanes — because they already exist,"As climate change supercharges some hurricanes, climate scientists are exploring how to better communicate their force to the public including adding an extra category to reflect their power.
The cu… [+5554 chars]"
25,CBC News,cbc-news,2024-02-13T22:00:13Z,Climate change causing negative health impacts in region: Vancouver Coastal Health report,"A new report from Vancouver Coastal Health says what everyone already knows: climate change is bad for the health of the 1.25 million people living in the region.
""People in VCH can expect to experi… [+2239 chars]"
26,CBC News,cbc-news,2024-02-05T09:00:00Z,How Canada is lagging when it comes to clamping down on 'greenwashing',"""Eco-friendly."" ""Carbon neutral."" ""Net-zero.""
These kinds of claims are a near-constant in advertising campaigns and promotions.
But it can be difficult to know if they are true.
The federal gover… [+5729 chars]"
27,CBC News,cbc-news,2024-01-31T16:42:07Z,"Hungry, hungry otters may help marshes with climate change","Watching sea otters sleep and cuddle as they float may be cute. 
Watching them eat jaws cracking and tearing open shellfish, slurping the insides is a different story. 
A new study published in the… [+3822 chars]"
28,CBC News,cbc-news,2024-01-24T09:00:50Z,Liberal MP says he thinks Trudeau should face a leadership review,"Liberal MP Ken McDonald says he thinks it's time for his party to consider a leadership review of Prime Minister Justin Trudeau.
The Newfoundland MP stopped short of saying Trudeau should step down.… [+5092 chars]"
29,CBC News,cbc-news,2024-01-25T10:00:00Z,P.E.I. storms and erosion reveal treasures — but also wash some of them away,"Scientists are still assessing the impact of post-tropical storm Fiona on fossils and other cultural artifacts buried in the Island's shoreline. 
The massive storm in September 2022 washed away a re… [+4590 chars]"
30,CBC News,cbc-news,2024-01-23T09:00:00Z,"Were Afzaal killings a terrorist attack? Judge in London, Ont., to hear legal arguments today","Warning: This story contains distressing details:
A judge will hear lawyers' arguments today on whether the actions of a London, Ont., man convicted of running over and killing four members of a Mus… [+3833 chars]"
31,CBC News,cbc-news,2024-02-09T09:00:00Z,"As First Nations chiefs in northern Ontario call for health-care action, youth demand more involvement","Young people don't just want to watch as First Nations leaders across Nishnawbe Aski Nation (NAN) call for action to address decades-long issues they want a seat at the decision-making table.
The th… [+5220 chars]"
32,CBC News,cbc-news,2024-01-16T09:00:00Z,Why scientists say Canada's logging industry produces far more emissions than tallied,"Canada's forestry sector is responsible for far more greenhouse gas emissions than show up in official tallies, potentially leading to policies that aren't in line with the country's climate goals, a… [+5913 chars]"
33,CBC News,cbc-news,2024-01-15T09:00:00Z,Millions of Canadians get their carbon tax rebates today. So why do many not believe it?,"About $2.3 billion in federal carbon-tax rebates will be paid out to roughly 12 million Canadians today, even though many of them may not realize it.
The quarterly payments go out to every tax-filin… [+7125 chars]"
34,CBC News,cbc-news,2024-02-12T23:24:54Z,NDP in Alberta and Saskatchewan join forces to push back on federal private member's bill targeting oil ads,"Energy critics within the NDP's provincial affiliates in Alberta and Saskatchewan are pushing back against MP Charlie Angus's private member's bill
 targeting fossil fuel advertising.
The dispute b… [+4833 chars]"
35,CBC News,cbc-news,2024-01-18T09:00:00Z,"Sioux Lookout, Ont., isn't north enough for federal tax relief program but a movement aims to change that","For decades, residents of Canada's northern communities have qualified for a federal tax deduction program aimed at addressing their higher cost of living  but it doesn't apply to Sioux Lookout, Ont.… [+5754 chars]"
36,CBC News,cbc-news,2024-01-17T00:44:28Z,"3 people, 1 dog fall through thin ice on Vancouver Island lakes","Lily Kennedy was walking her four dogs at Beaver Lake in Saanich, near Victoria, early Sunday morning when she heard a woman screaming. 
When Kennedy looked over at the lake, she saw a large dog had… [+2500 chars]"
37,CBC News,cbc-news,2024-02-09T15:33:38Z,Canadian writer Mark Steyn ordered to pay climate scientist $1M US after defamation trial,"A jury on Thursday awarded $1 million US to climate scientist Michael Mann, who sued a pair of conservative writers 12 years ago after they compared his depictions of global warming to a convicted ch… [+4686 chars]"
38,CBC News,cbc-news,2024-01-25T09:00:00Z,"If a $30K incentive isn't enough to attract police officers to this northern Ontario city, what is?","The Timmins Police Service (TPS) is struggling to recruit or retain officers despite generous incentive programs as many police departments in Canada are also dealing with staffing issues. 
Some for… [+6110 chars]"
39,CBC News,cbc-news,2024-02-14T09:00:00Z,"Lululemon marketing complaint could be a test of Canada's greenwashing laws, expert says",A Vancouver non-profit is calling on Canada's competition regulator to launch a greenwashing investigation into Lululemon  saying the athleisure brand is misleading consumers about its environmental … [+5784 chars]
40,CBC News,cbc-news,2024-01-27T09:00:00Z,"AI is increasingly being used to deal with climate change, but it has its own emissions problem","On a farm in St. Peters Bay, P.E.I., a black four-wheeled rover with two extended arms trundles through a row of thigh-high green leaves, its giant tires kicking up the red dirt of a potato field. It… [+5958 chars]"
41,CBC News,cbc-news,2024-01-20T09:00:00Z,The loud fights and quiet conversations driving the quest for a clean power grid in Canada,"Jonathan Wilkinson, the federal minister of natural resources and energy, has said that developing the clean electricity grid of the future  the cleaner and bigger grid we need to support a a net-zer… [+8627 chars]"
42,CBC News,cbc-news,2024-01-25T09:00:00Z,"Interest rate cuts are coming, but the Bank of Canada won't say when","Weary Canadian households, clobbered by nearly two years of rising prices and skyrocketing interest rates, will have to wait a little longer for relief on their borrowing costs.
The Bank of Canada l… [+5632 chars]"
43,CBC News,cbc-news,2024-02-02T11:00:00Z,"Prince Albert Grand Council sounds alarm on wildfire season, urges early mitigation measures","The Prince Albert Grand Council (PAGC) is sounding the alarm on the upcoming wildfire season, urging Saskatchewan to take preventative measures, as the province continues to experience extremely dry … [+4329 chars]"
44,CBC News,cbc-news,2024-01-30T09:00:00Z,"As Europe's armies brace for war, allies call on Canada and others to catch up","In Estonia, they're talking about building more public bomb shelters and making them mandatory in all newly constructed homes.
In neighbouring Latvia, the government is going through the second draf… [+5276 chars]"
45,CBC News,cbc-news,2024-01-27T12:00:00Z,Parts of B.C. under flood watch as atmospheric rivers wash over South Coast,"Environment Canada has improved its warning systems since the last flooding disaster in B.C., and Premier David Eby says it will be on top of the latest series of atmospheric rivers rolling over the … [+2238 chars]"
46,CBC News,cbc-news,2024-02-06T21:31:56Z,"NDP calls for ban on 'misleading, deceptive' fossil fuel ads",Federal New Democrats say it's time for Canada to do to the fossil fuel industry what it did to tobacco companies by banning misleading ads that market the industry as offering a solution to climate … [+3279 chars]
47,CBC News,cbc-news,2024-02-09T01:00:36Z,Canadian astronaut unveils Indigenous-designed patch he will wear on upcoming moon mission,"Children gathered at First Nations University of Canada in Regina Thursday watched in awe as astronaut Jeremy Hansen unveiled the patch, designed by an Indigenous artist, that he will wear as the fir… [+4471 chars]"
48,CBC News,cbc-news,2024-02-07T22:06:30Z,"Expedition aims to drive to both poles, having 'learned a lot' from past mishaps",The Transglobal Car Expedition is back in the N.W.T. with intentions to circle the entire globe by vehicle now roughly two years after making headlines for violating airspace rules and sinking a truc… [+4815 chars]
49,CBC News,cbc-news,2024-02-12T09:00:00Z,"'Climate of fear' at U of O as physicians, students face backlash for pro-Palestinian views","The National Council of Canadian Muslims (NCCM) and physicians at the University of Ottawa are demanding action from the school's senior administration about what they call a ""campaign of persecution… [+4839 chars]"
50,CBC News,cbc-news,2024-02-02T14:00:00Z,Conservationists building beaver dams to help restore B.C.'s drying Columbia Wetlands,"Conservationists are trying to help restore a vast area of wetland in southeastern British Columbia by doing what beavers do: building dams. 
The Columbia Wetlands, which encompass an area of about … [+4855 chars]"
51,CBC News,cbc-news,2024-01-23T09:00:00Z,"Convicted killer's apology at London, Ont., sentencing rejected by Afzaal family members","Warning: This story contains distressing details:
His voice wavering, the man convicted of killing four members of a Muslim family and leaving a fifth orphaned and injured in 2021 stood before a pac… [+6544 chars]"
52,CBC News,cbc-news,2024-02-09T17:27:50Z,Toronto breaks temperature record as unseasonable warmth hits Ontario,"Temperatures are soaring across Ontario with Toronto breaking a daily record and other cities poised to follow suit.
The temperature cracked 11 C by 10 a.m. Friday at Toronto Pearson International A… [+873 chars]"
53,CBC News,cbc-news,2024-01-26T15:14:21Z,Atmospheric river to bring heavy rains to B.C.'s South Coast,"The province is warning over hundreds of millimetres of rain is forecast to fall across B.C.'s South Coast starting on Saturday and lasting until Wednesday.
Officials with the Emergency Management a… [+2632 chars]"
54,CBC News,cbc-news,2024-01-19T16:10:17Z,Canadian-built underwater observatory transmitting data from around Antarctica,"A cache of scientific equipment that could fit in the back of an SUV has been lowered into the sea north of the Antarctic Peninsula, and is already streaming open-source data for anyone wanting to mo… [+3639 chars]"
55,CBC News,cbc-news,2024-01-29T13:00:00Z,"Without them, we'd be dead. Why Microbes play a major role in climate change","There are more microbes in the human body, than there are people on earth.
The tiny organisms help digest food, neutralize toxins and can even help control greenhouse gas emissions. While they make … [+4149 chars]"
56,CBC News,cbc-news,2024-01-21T17:36:45Z,Environment Canada issues special air quality statement for Calgary,"Environment and Climate Change Canada (ECCC) has issued a special air quality statement for Calgary, saying that ""stagnant winter weather conditions"" have created elevated pollution levels in the cit… [+1603 chars]"
57,CBC News,cbc-news,2024-02-13T16:00:00Z,"How do polar bears eat when there's no sea ice? Not well, study finds","For polar bears, summertime is definitely not when the living is easy.
They are apex predators, mighty hunters, and as Inuit and research scientists have long known, they prefer a good fatty meal of… [+5906 chars]"
58,CBC News,cbc-news,2024-01-21T18:28:06Z,Strong odour over Metro Vancouver connected to Burnaby refinery,"A strong burning smell reported across Metro Vancouver Sunday morning is connected to the Parkland refinery in north Burnaby, according to officials.
Many residents woke up to an intense odour early… [+1745 chars]"
59,CBC News,cbc-news,2024-02-12T09:00:00Z,"Threats to world's migratory animals greater than ever, says landmark UN report","During its nesting season, the marbled murrelet, known affectionately
 among bird watchers as a ""strange, mysterious little seabird,"" lays a single egg in the thick mosses that grow on the branches … [+5071 chars]"
60,CBC News,cbc-news,2024-01-19T15:04:43Z,More upheaval for global shipping as Panama Canal cuts traffic due to drought,"With shipping companies already dealing with disruptions in the Red Sea due to attacks on ships, word comes that another important trade route is being forced to curtail traffic.
A severe drought th… [+2478 chars]"
61,CBC News,cbc-news,2024-01-29T19:58:44Z,"How single-stair apartment buildings could be cooler, friendlier — and more affordable","B.C. is exploring the potential of allowing single-stair apartments under its building code, in a move experts say could help make affordable housing easier to build.
A single-stair or single-egress… [+4669 chars]"
62,CBC News,cbc-news,2024-02-02T16:24:27Z,"Extreme temperature swings tough on animals in B.C., experts say","Recent wild temperature swings in British Columbia have raised concerns about the impact on some local animals' health, and potentially their survival.
Temperatures in the Fraser Valley city of Abbo… [+2465 chars]"
63,CBC News,cbc-news,2024-01-21T21:21:17Z,Climate scientists raising concerns over Alberta's groundwater levels amid Prairie drought,"In the middle of an Alberta mountain playground, adjacent to a popular ski resort, there's a well sunk into the bedrock that has John Pomeroy worried.
The Marmot Creek well in Kananaskis Country has… [+4031 chars]"
64,CBC News,cbc-news,2024-01-29T22:46:15Z,Some Manitobans are going green when it comes to burials,"With growing concerns about climate change, some Manitobans are committing to reducing their carbon footprint even after they die. 
Eco-friendly burials, which typically skip embalming and use a cot… [+3472 chars]"
65,CBC News,cbc-news,2024-01-26T09:00:00Z,"Same car, same charge, different prices? EV drivers face inconsistent, unreliable charging network","The federal government has said expanding the electric vehicle charging network is key to meeting the country's climate goals, but an investigation by CBC's Marketplace has exposed a wide range in pr… [+9025 chars]"
66,CBC News,cbc-news,2024-02-03T02:25:48Z,Federal court overturns American transgender woman's persecution-based refugee claim,Canada's Federal Court has overturned a decision granting refugee status to an American transgender woman who successfully argued that a combination of gun culture and rising transphobia left her at … [+5137 chars]
67,CBC News,cbc-news,2024-01-23T22:44:03Z,Kebaowek First Nation calls on federal government to intervene in nuclear waste project,"In its latest efforts to stop the construction of a radioactive waste disposal site, Kebaowek First Nation is looking to Environment and Climate Change Canada to intervene.
The Algonquin community, … [+3584 chars]"
68,CBC News,cbc-news,2024-02-01T09:00:00Z,Another warm January in the books,"2024 is off to a warm start with ""milder than normal"" January temperatures that are expected to continue throughout February, Environment Canada says. 
Ottawa's average temperature last month was ab… [+2858 chars]"
69,CBC News,cbc-news,2024-01-26T22:05:35Z,Record-smashing Tonga volcano sheds new light on how underwater volcanoes blow,"It was a record-breaking blast that swept the world  several times over, as it turns out. 
A little over two years ago, the most powerful underwater volcano ever recorded erupted off the coast of th… [+6781 chars]"
70,CBC News,cbc-news,2024-01-23T17:03:51Z,Farmers in Hants County worried about future of centuries-old dikes,"Some farmers in Hants County are upset the provincial government has bought local agricultural land protected by dikes, as the infrastructure bears the brunt of climate change.
Tim Marsh, a farmer i… [+3805 chars]"
71,CBC News,cbc-news,2024-01-18T21:35:26Z,"Deep in the Amazon, researchers have uncovered a complex of ancient cities — using laser technology","""Wow"" was all archaeologist Stéphen Rostain could say when LiDAR (light detection and ranging) laser technology revealed several ancient cities hidden deep in the Amazon rainforest.
""It's a gift for… [+4520 chars]"
72,CBC News,cbc-news,2024-01-31T21:24:23Z,"Remote Manitoba First Nations urgently need all-season road in face of climate change, chiefs say",First Nations leaders from northern Manitoba have put forth a proposal for an all-season road that they say is urgently needed as climate change threatens the winter road system their communities rel… [+1928 chars]
73,CBC News,cbc-news,2024-02-10T09:00:26Z,NDP MP wants to treat oil like tobacco. Alberta NDP doesn't smoke the same stuff,"New Democrat MP Charlie Angus's message this week that the oil and gas sector needs to have its ""big tobacco moment"" and no longer be advertised positively will play well among the Canadians who larg… [+7458 chars]"
74,CBC News,cbc-news,2024-01-20T16:00:00Z,"Vancouver's attitude towards snow hasn't changed in over 100 years, says historian","Snow seems to bring out the worst in Vancouver, with stalled buses, spun out cars, and a city paralyzed by a few centimetres blanketing the ground.
It's a phenomenon historian Blake Butler calls ""th… [+3434 chars]"
