,source_name,source_id,publish_date,title,text
75,CBC News,cbc-news,2024-01-25T19:00:00Z,"Alberta's oilsands pump out more pollutants than industry reports, scientists find","Alberta's oilsands operations produce far more potentially harmful air pollutants than are officially reported, with the daily output on par with those from gridlocked megacities like Los Angeles, ne… [+4479 chars]"
76,CBC News,cbc-news,2024-01-17T17:27:20Z,"Halifax no longer testing if frozen lakes are safe for skating, citing climate change","The Halifax Regional Municipality has stopped testing frozen lakes and ponds to determine if the ice is thick enough for skating.
The municipality announced Wednesday that its testing program, which… [+1572 chars]"
77,CBC News,cbc-news,2024-02-08T20:30:43Z,Edmonton MLA Rakhi Pancholi launches NDP leadership bid,"Edmonton-Whitemud MLA Rakhi Pancholi has entered to the race to replace Rachel Notley as leader of the Alberta NDP.
Pancholi, who was first elected to the Alberta Legislature in 2019, joins Calgary-… [+2133 chars]"
78,CBC News,cbc-news,2024-02-01T19:32:54Z,"Carbon capture tax credit could cost taxpayers $1B more than expected, PBO warns","A controversial tax credit meant to help jump-start carbon capture projects could cost $1 billion more than the federal government estimated, says the independent parliamentary budget watchdog.
In s… [+3122 chars]"
79,CBC News,cbc-news,2024-02-08T19:46:57Z,Hundreds gather to hear organ change chords decades into 639-year-long piece,"About 500 people gathered inside an 11th-century church in Halberstadt, Germany, on Monday to listen to an organ switch from one chord to another.
The instrument a makeshift device that uses sandbag… [+3967 chars]"
80,CBC News,cbc-news,2024-01-27T00:27:42Z,Canadian energy producers dismayed by Biden's move to pause U.S. LNG approvals,"Canada's energy industry is reacting with dismay to U.S. President Joe Biden's move to pause approvals of new liquefied natural gas export terminals in that country.
The Canadian Association of Petr… [+5027 chars]"
81,CBC News,cbc-news,2024-02-08T20:10:59Z,"B.C. premier calls out 'corporate vampires' after BCE announces layoffs, sale of radio stations","The premier of British Columbia went on a 2½-minute tirade Thursday morning as he called out the parent company of Bell Media, which had earlier announced thousands of layoffs and the sale of dozens … [+2713 chars]"
82,CBC News,cbc-news,2024-01-25T04:35:00Z,Vancouver council approves policy statement for Indigenous-led Jericho Lands housing proposal,"An Indigenous-led proposal to build a mixed-use development on Vancouver's Jericho Lands passed its latest hurdle after a policy statement was approved by city council on Wednesday.
The Jericho Land… [+2996 chars]"
83,CBC News,cbc-news,2024-02-08T22:43:04Z,Sparse snowpack levels across B.C. raise fears of severe drought this year,"Drought across British Columbia could worsen this year, experts and leaders are warning, as concern grows over a low snowpack in the mountains. 
Snow levels are 39 per cent below normal, according t… [+3568 chars]"
84,CBC News,cbc-news,2024-01-17T01:35:03Z,"Canfor to reduce reliance on natural gas with hydrogen power project in Prince George, B.C.","British Columbia's premier says Prince George is one step closer to being a hub of clean power with the announcement of a new hydrogen project at a local pulp mill.
But David Eby also acknowledged t… [+2943 chars]"
85,CBC News,cbc-news,2024-01-28T12:30:00Z,PC MHA says N.L. attending climate conference sends wrong message to oil and gas industry,A Progressive Conservative politician is accusing the Newfoundland and Labrador government of failing to support the oil and gas industry by spending thousands of dollars to attend an international c… [+4462 chars]
86,CBC News,cbc-news,2024-01-17T09:30:00Z,"Launch day is finally close for these students and their teensy, climate-measuring satellite","A team of students at Memorial University is counting down to blast-off. 
The group of engineers designed and built their own satellite, with a plan to monitor climate data and sea ice in Newfoundla… [+2704 chars]"
87,CBC News,cbc-news,2024-02-07T09:00:00Z,Business owners team up to sue city on Montreal's South Shore over parking lot tax,"Amanpreet Atwal says municipal taxes for his family's trucking company have doubled this year. That's an increase of roughly $20,000.
""There doesn't seem to be a justifiable reason for it,"" said Atw… [+2476 chars]"
88,CBC News,cbc-news,2024-01-16T21:38:15Z,Extreme weather squeezes electricity systems. These strategies can help keep the power on,"On Saturday evening, amid extreme cold temperatures near -40 C in most of Alberta, residents received an emergency alert asking them to reduce power use or risk rolling blackouts. 
Climate change is… [+7562 chars]"
89,CBC News,cbc-news,2024-01-20T20:41:55Z,The Rideau Canal Skateway is finally coming back,"After nearly 700 days without proper ice, the Rideau Canal is opening for skating again.
The skateway will be open at 9 a.m. on Sunday for the first time since March 2022, the National Capital Commi… [+1449 chars]"
90,CBC News,cbc-news,2024-01-19T23:25:12Z,"How scientists tracked the 1,000 km journey of a woolly mammoth using its tusk","With nothing more than a tusk, researchers were able to track the 1,000 kilometre journey of a woolly mammoth that lived 14,000 years ago. 
""The fact that we can actually regenerate her movement, he… [+3240 chars]"
91,CBC News,cbc-news,2024-01-17T20:10:08Z,Court dismisses Jordan Peterson's request to challenge order he undergo media training,Ontario's highest court has rejected an attempt by controversial psychologist Jordan Peterson to challenge a regulatory body's order that he undergo social media training or potentially lose his lice… [+2643 chars]
92,CBC News,cbc-news,2024-01-19T20:24:57Z,One small step toward solar power from space a success,"Scientists at the California Institute of Technology are celebrating after a successful test flight of the technology needed for generating power from space.
The mission, called Space Solar Power De… [+3502 chars]"
93,CBC News,cbc-news,2024-01-15T14:55:36Z,"Province did everything it could to prepare for winter surge in power demand, minister says","Alberta's affordability and utilities minister says the provincial government did everything it could to prepare for a surge in demand for power that utilities might not be able to meet.
""It was a l… [+6057 chars]"
94,CBC News,cbc-news,2024-02-02T18:26:29Z,Trudeau says Premier Smith's new transgender policies target 'vulnerable' youth,"Prime Minister Justin Trudeau slammed Alberta Premier Danielle Smith's decision to roll out what he called her ""anti LGBT policies"" days after sharing the stage with ""far-right"" U.S. media figure Tuc… [+2582 chars]"
95,CBC News,cbc-news,2024-02-05T18:03:45Z,Application window for the Greener Homes grant program to close within two weeks,"The application window for the federal government's Greener Homes grant program will close within two weeks as the federal government transitions to a new home energy retrofit program.
Energy and Na… [+2416 chars]"
96,CBC News,cbc-news,2024-02-11T03:41:33Z,Cypress Mountain gets creative to stay open despite sparse snow,"A light dusting of snow on Metro Vancouver's North Shore mountains on Saturday offered some relief and hope to snowboarders, skiers and mountain staff alike.
By early evening at Cypress Mountain Res… [+4955 chars]"
97,CBC News,cbc-news,2024-02-11T03:41:33Z,Cypress Mountain Resort gets creative to keep ski hill open amid sparse snow,"A light dusting of snow on Metro Vancouver's North Shore mountains on Saturday offered some relief and hope to snowboarders, skiers and mountain staff alike.
By early evening at Cypress Mountain Res… [+4955 chars]"
98,CBC News,cbc-news,2024-02-07T00:47:21Z,Environmental groups celebrate court ruling as a win for at-risk birds in B.C. and beyond,"The federal government should act quickly to better protect critical habitat from old-growth logging and destruction, environmental groups said Tuesday, as they hailed a court decision touching on at… [+4215 chars]"
99,CBC News,cbc-news,2024-01-16T17:46:15Z,Liberal cabinet holding retreat next week ahead of Parliament's return,"Persistent inflation and intense domestic divisions over the Israel-Hamas conflict are looming heavily over the federal Liberals as ministers prepare to meet over three days in Montreal next week.
P… [+2215 chars]"
0,The Globe And Mail,the-globe-and-mail,2024-02-04T22:55:36Z,Opinion: Stagnant investments in training and research compromise Canada’s economic growth,"Open this photo in gallery:A researcher monitors data at a facility in Owen Sound, Ont., on Sept. 28, 2023.Nick Iwanyshyn/The Globe and Mail
Marc Johnson is professor of biology and Canada Research … [+5108 chars]"
0,Financial Post,financial-post,2024-01-27T16:52:37Z,CHEVRON Says CA Climate Pollicies Risk Gas Shortages...,"Chevron Corp. warns its home state of Californias climate policies are a dangerous game that risk causing gasoline price spikes and shortages.
Author of the article:
Chevron's refinery in Richmond,… [+7882 chars]"
1,Financial Post,financial-post,2024-01-27T15:21:15Z,Chevron says California plays 'dangerous game' with climate and gasoline,"Policies risk causing price spikes and gas shortages, CEO warns
Author of the article:
A view of a Chevron refinery in Richmond, California. State drivers paid an average of US$4.94 per gallon of g… [+8280 chars]"
2,Financial Post,financial-post,2024-02-14T12:23:44Z,"Risk of stranded LNG assets is 'real,' Canada's energy minister says","The United States decision to pause approvals of new licences to export liquefied natural gas is welcome, and there are real risks that some infrastructure will end up stranded, Canadas energy minist… [+2345 chars]"
3,Financial Post,financial-post,2024-01-17T18:35:02Z,Mark Carney sees 'massive disconnect' in green finance rhetoric,"Skeptical comments at odds with the wave of money going into green projects
Author of the article:
Mark Carney, special envoy for climate action and finance at the United Nations, during an intervi… [+6864 chars]"
4,Financial Post,financial-post,2024-02-12T21:51:13Z,Lululemon accused of ’greenwashing’ as its emissions rise,"B.C. non-profit group argues company is misleading customers about its environmental impacts
Author of the article:
A Lululemon Athletica Inc. store in downtown Vancouver.Photo by Jason Payne/PNG f… [+7485 chars]"
5,Financial Post,financial-post,2024-01-26T20:32:32Z,"White House hits pause on U.S. LNG approvals, rattling Canadian energy producers","Paints product as an environmental 'bogeyman,' sector players say
Author of the article:
Cooling towers used to dissipate heat generated when natural gas is converted into liquefied natural gas are… [+8339 chars]"
6,Financial Post,financial-post,2024-01-26T19:43:11Z,"Oilsands air pollutant release much higher than official estimates, study suggests","'Some of these compounds could be toxic'
Author of the article:
New research suggests Alberta's oilsands are releasing potentially hazardous compounds into the atmosphere at rates dozens of times h… [+7543 chars]"
7,Financial Post,financial-post,2024-02-14T12:28:12Z,"Live news: BCE CEO, top executives called to Ottawa to testify over job cuts",Members of Parliament have invited several top executives from BCE Inc. and Bell Canada to testify later this month about the companys decision to cut about nine per cent of its workforce this year.
… [+2909 chars]
8,Financial Post,financial-post,2024-01-26T12:00:41Z,How the foreign student cap could hinder Bank of Canada rate cuts,"Central bank believes slack in economy will give it room to cut rates, but fewer students could tighten labour market and scuttle that
McGill University's campus in Montreal.Photo by Ryan Remiorz/Th… [+5993 chars]"
9,Financial Post,financial-post,2024-02-01T15:26:47Z,Chevron loses shine with investors after bumpy year,"Oil major's shares lag those of ExxonMobil as analysts question production and climate trends
Author of the article:
After a rocky year, oil major Chevron reports earnings on Feb. 2, 2024.Photo by … [+10009 chars]"
10,Financial Post,financial-post,2024-02-05T13:00:46Z,"Posthaste: Bankruptcies are soaring, but especially in Canada","Business insolvencies in this country jumped the most in 36 years of records
Bankruptcies and business closures are on the rise as interest rates bite and the Canadian economy weakens. Photo by Lyle… [+10034 chars]"
11,Financial Post,financial-post,2024-02-14T13:00:58Z,"Posthaste: Canadians putting off saving for retirement, but still plan to stop working at 60","Many prefer to save in TFSAs over RRSPs as they focus on making ends meet, CIBC survey says
More than half of Canadian investors say they're concentrating on getting their bills paid over saving for… [+9053 chars]"
12,Financial Post,financial-post,2024-02-13T13:56:45Z,The World Is Quietly Losing the Land It Needs to Feed Itself,"Land degradation is a growing problem for not just climate change but food and water security. Why isnt it getting more attention?
Author of the article:
A drought-affected corn field in the town o… [+7766 chars]"
13,Financial Post,financial-post,2024-02-01T11:00:44Z,5 company attributes you need to look for to invest with confidence,"By employing these characteristics, investors can build a resilient and prosperous portfolio that reaps many rewards and stands the test of time
Perhaps the most important attribute to consider in a… [+10119 chars]"
14,Financial Post,financial-post,2024-02-12T11:00:27Z,Markets have turned into a one-trick pony — and that doesn't bode well,"Martin Pelletier: We are breaking new ground with a level of concentration in so few companies not seen in decades
As of Feb. 1, 2023, Nvidia had added US$750 billion in market cap over 70 consecuti… [+8064 chars]"
15,Financial Post,financial-post,2024-01-30T22:11:55Z,Biden to Offer $1.5 Billion Loan to Restart Michigan Nuclear Power Plant,"The Biden administration is poised to loan US$1.5 billion to restart a closed Michigan nuclear power plant, paving the way for a shuttered reactor to reopen in the U.S. for the first time.
The fundi… [+1964 chars]"
16,Financial Post,financial-post,2024-01-18T16:04:36Z,Extreme weather a growing risk to Canada’s electricity grid: experts,"Alberta issued power usage alerts amid frigid cold snap
Author of the article:
Freezing temperatures as low as -38 Celsius have hit Calgary.Photo by Todd Korol/The Canadian Press
CALGARY A series … [+7785 chars]"
17,Financial Post,financial-post,2024-01-15T18:14:58Z,Premiers attack renewables as cold weather strains Alberta’s grid,"System operator partially pins crisis on two natural gas generators and lack of power from wind and sun
Author of the article:
Students head back to residence at the University of Alberta, in Edmon… [+7920 chars]"
18,Financial Post,financial-post,2024-01-31T11:43:07Z,Canadians are overtaxed and underserved,"What's left of your annual bonus after tax and what does it get you?
A woman looks at a tax return form in Toronto.Photo by Chris Young/The Canadian Press files
A colleague lamented last week, on r… [+7562 chars]"
0,CBC News,cbc-news,2024-01-25T17:08:14Z,Are heat pumps a climate solution in Canada's coldest cities?,"Our planet is changing. So is our journalism. This weekly newsletter is part of a CBC News initiative entitled ""Our Changing Planet"" to show and explain the effects of climate change. Keep up with th… [+13084 chars]"
1,CBC News,cbc-news,2024-02-02T17:13:17Z,"Greta Thunberg, 4 others acquitted on London climate protest charges",A judge on Friday acquitted climate activist Greta Thunberg of a charge that she had refused to follow a police order to leave a protest that blocked the entrance to a major oil and gas industry conf… [+3535 chars]
2,CBC News,cbc-news,2024-02-01T18:33:06Z,How effective a climate solution is removing CO2 from the atmosphere?,"Our planet is changing. So is our journalism. This weekly newsletter is part of a CBC News initiative entitled ""Our Changing Planet"" to show and explain the effects of climate change. Keep up with th… [+15414 chars]"
3,CBC News,cbc-news,2024-01-16T22:39:54Z,"YouTube earns millions a year channels that promote climate denial content, says new report","YouTube is making millions of dollars a year from advertising on channels that make false claims about climate change, as content creators employ  new tactics that evade the platform's policies to co… [+2306 chars]"
4,CBC News,cbc-news,2024-01-17T09:00:00Z,Climate change threatens northern Ontario's winter road system — so what can be done about it?,"Tyler Tyance is all too familiar with the long days, cold nights and dangers of constructing northern Ontario's winter roads, but this year, his crew faces a new challenge: not enough snow.
Winter r… [+6987 chars]"
5,CBC News,cbc-news,2024-01-28T09:00:00Z,"For professional sports, climate change could create a whole new ball game","On Jan. 13, a winter storm walloped most of the U.S., bringing dangerously cold winds, freezing rain, heavy snow and near-record lows in some areas.
The extreme weather also packed a punch for a few… [+5614 chars]"
6,CBC News,cbc-news,2024-02-14T16:10:08Z,"Feds will stop investing in new road infrastructure, environment minister says",Environment Minister Steven Guilbeault says the federal government will stop investing in new road infrastructure a comment that immediately drew the ire of the Opposition Conservatives and some prem… [+4119 chars]
7,CBC News,cbc-news,2024-01-18T09:00:00Z,"When it comes to climate change, we should be paying more attention to our oceans","By now, most people are well aware that 2023 was the hottest year on record
, coming in at 1.48 C warmer than the pre-industrial average from 1850-1900. This beat out 2016's record of 1.25 C.  
In … [+5697 chars]"
8,CBC News,cbc-news,2024-01-19T09:00:00Z,Extreme cold and climate change: What's the deal?,"In the past week, extreme cold has hit many parts of Canada, including 40 C temperatures in Manitoba
, Saskatchewan
, and Alberta
, where the record-breaking cold led to electricity shortages.
B.… [+5607 chars]"
9,CBC News,cbc-news,2024-02-07T09:00:00Z,Europe is planning huge emissions cuts by 2040. Here's how it could work (or not),"The European Commission wants to dramatically slash greenhouse emissions by 2040, an ambitious target likely to become a political flashpoint in the year ahead and a source of inspiration for environ… [+5469 chars]"
10,CBC News,cbc-news,2024-01-18T19:11:55Z,How hybrid heating could ease the growing pains of a low-carbon grid,"Our planet is changing. So is our journalism. This weekly newsletter is part of a CBC News initiative entitled ""Our Changing Planet"" to show and explain the effects of climate change. Keep up with th… [+13878 chars]"
11,CBC News,cbc-news,2024-02-02T09:00:00Z,Will Trudeau end up regretting his decision to walk away from electoral reform?,"The House of Commons will vote next week on Motion 86
. Sponsored by NDP MP Lisa Marie Barron, the motion calls on the federal government to establish a citizens assembly to ""determine if electoral … [+7596 chars]"
12,CBC News,cbc-news,2024-02-08T21:55:32Z,This gas utility has found a way to provide carbon-free heating,"Our planet is changing. So is our journalism. This weekly newsletter is part of a CBC News initiative entitled ""Our Changing Planet"" to show and explain the effects of climate change. Keep up with th… [+13488 chars]"
13,CBC News,cbc-news,2024-02-14T17:39:23Z,District heating: Why more communities are sharing a single heating system,"What if you never had to buy, fix or maintain a furnace or air conditioner to keep your home comfortable? What if your heating and cooling worked during power outages, and you could count on it becom… [+7806 chars]"
14,CBC News,cbc-news,2024-02-08T12:55:13Z,"World temperatures go a full year above 1.5 C warming limit, EU scientists say","The world just experienced its hottest January on record, continuing a run of exceptional heat fuelled by climate change, the European Union's Copernicus Climate Change Service (C3S) said on Thursday… [+3228 chars]"
15,CBC News,cbc-news,2024-02-09T15:31:30Z,"New NASA climate satellite will keep eye on plankton, clouds. Here's why","NASA's newest climate satellite rocketed into orbit Thursday to survey the world's oceans and atmosphere in never-before-seen detail.
SpaceX launched the Pace satellite on its $948-million US missio… [+1854 chars]"
16,CBC News,cbc-news,2024-01-21T09:00:00Z,"Heat pumps are hot items. But for people living in condos, getting one presents some challenges","Heat pumps are all the rage these days, especially for single-detached homes. But condominiums larger residential complexes with individually owned living units have been slower to enter the picture.… [+5316 chars]"
17,CBC News,cbc-news,2024-02-14T04:04:22Z,Vancouver golfers enjoy warm February. But climate change concerns remain,"While recent warm, dry weather has been bad for Vancouver-area skiers, a hotter February has been a boon for golfers.
The city's three golf courses are at full capacity for this time of year, accord… [+4844 chars]"
18,CBC News,cbc-news,2024-02-12T17:04:38Z,King Charles' planned visit to Canada delayed after cancer diagnosis,"Plans for King Charles III's first visit to Canada as head of state are on hold following his cancer diagnosis, CBC News has learned.
Although the visit was never confirmed officially by Buckingham … [+3051 chars]"
19,CBC News,cbc-news,2024-01-28T20:46:00Z,Affordability remains centre stage as federal parties gear up for spring sitting in Parliament,"Federal political parties are preparing for another sitting of the House of Commons, where affordability issues appear set to remain front and centre.
Conservative Leader Pierre Poilievre, speaking … [+3703 chars]"
20,CBC News,cbc-news,2024-02-09T14:49:00Z,Candidates backed by imprisoned former PM Imran Khan leading Pakistan election,"Independent candidates backed by imprisoned former prime minister Imran Khan were leading Pakistan's national election results Friday, a surprise given claims by Khan's supporters and a national righ… [+3785 chars]"
21,CBC News,cbc-news,2024-02-13T09:00:00Z,"He died trying to save a woman in a home in Peawanuck, Ont., where firefighting resources are limited","Michael Ranger says his stepson is dead because he tried to save someone's life in a community that critics say lacks resources to fight fires.
Jared Guerard, 26, was one of two people who died in a… [+2871 chars]"
22,CBC News,cbc-news,2024-01-29T20:41:30Z,Top Liberal ministers duck questions about replacing Trudeau as Parliament returns,"With polls suggesting the Liberal Party's support is still in freefall, some of Prime Minister Justin Trudeau's top ministers were asked Monday whether they're angling to replace him as Liberal leade… [+6688 chars]"
23,CBC News,cbc-news,2024-01-16T00:51:17Z,"Acts of service, prayers and politics highlight MLK Day celebrations","Communities across the United States celebrated Martin Luther King Jr. Day on Monday with acts of service, prayer services and parades.
But with the November presidential election as a backdrop, som… [+2897 chars]"
24,CBC News,cbc-news,2024-02-05T20:00:00Z,Scientists are calling for a new Category 6 for hurricanes — because they already exist,"As climate change supercharges some hurricanes, climate scientists are exploring how to better communicate their force to the public including adding an extra category to reflect their power.
The cu… [+5554 chars]"
25,CBC News,cbc-news,2024-02-13T22:00:13Z,Climate change causing negative health impacts in region: Vancouver Coastal Health report,"A new report from Vancouver Coastal Health says what everyone already knows: climate change is bad for the health of the 1.25 million people living in the region.
""People in VCH can expect to experi… [+2239 chars]"
26,CBC News,cbc-news,2024-02-05T09:00:00Z,How Canada is lagging when it comes to clamping down on 'greenwashing',"""Eco-friendly."" ""Carbon neutral."" ""Net-zero.""
These kinds of claims are a near-constant in advertising campaigns and promotions.
But it can be difficult to know if they are true.
The federal gover… [+5729 chars]"
27,CBC News,cbc-news,2024-01-31T16:42:07Z,"Hungry, hungry otters may help marshes with climate change","Watching sea otters sleep and cuddle as they float may be cute. 
Watching them eat jaws cracking and tearing open shellfish, slurping the insides is a different story. 
A new study published in the… [+3822 chars]"
28,CBC News,cbc-news,2024-01-24T09:00:50Z,Liberal MP says he thinks Trudeau should face a leadership review,"Liberal MP Ken McDonald says he thinks it's time for his party to consider a leadership review of Prime Minister Justin Trudeau.
The Newfoundland MP stopped short of saying Trudeau should step down.… [+5092 chars]"
29,CBC News,cbc-news,2024-01-25T10:00:00Z,P.E.I. storms and erosion reveal treasures — but also wash some of them away,"Scientists are still assessing the impact of post-tropical storm Fiona on fossils and other cultural artifacts buried in the Island's shoreline. 
The massive storm in September 2022 washed away a re… [+4590 chars]"
30,CBC News,cbc-news,2024-01-23T09:00:00Z,"Were Afzaal killings a terrorist attack? Judge in London, Ont., to hear legal arguments today","Warning: This story contains distressing details:
A judge will hear lawyers' arguments today on whether the actions of a London, Ont., man convicted of running over and killing four members of a Mus… [+3833 chars]"
